relative_path,size_bytes,sha256
evidence/runs/V2_I8BF16_FIXED/reports/report_area.rpt,2049,268af7ae3f8d7c9d7a36fde28a9c71b1e234e45e94519dea641232020958595a
evidence/runs/V2_I8BF16_FIXED/reports/report_constraints.rpt,2079,5daf15ef974e20469abd792d95cfe703dc77792a6330c3f2d1ed0a5825a4f97d
evidence/runs/V2_I8BF16_FIXED/reports/report_qor.rpt,2455,28381ff28466d586729f96cfa27c714162de92fd0e1f4549a1a378dd5d3ab21a
evidence/runs/V2_I8BF16_FIXED/reports/report_reference_post.rpt,33320,f05e0283c45770db29d330422078d350c016320621687c45f07225a37e5f1e00
evidence/runs/V2_I8BF16_FIXED/reports/report_reference_pre.rpt,58182,3f9a39c5fc84f55e12c1e104c69ccd5e610e3e29dbfe94d492396c31c08b1a20
evidence/runs/V2_I8BF16_FIXED/reports/report_resources_post.rpt,229836,b6d40c95b8ce8e7f1720dc7504419a00c97b5525dceb575e72c51fc2fc142c72
evidence/runs/V2_I8BF16_FIXED/reports/report_resources_pre.rpt,10602,72496561ecf07ca0f6b64b179db3acf6e145ab8c3af61bfc3f156d429e4a19fc
evidence/runs/V2_I8BF16_FIXED/reports/report_timing.rpt,275223,114cfe07867c8e6cb62816a2b9d7fe18e5c88a8104a351535ccdcbc0118234bb
evidence/runs/V2_I8BF16_FIXED/summary.kv,728,d09c9982f5dcb427cd23ff020b5dd8f6997ec7a2078e58753b74c2b51eff2bd7
evidence/runs/V2_INT_I4I8_FIXED/meta.json,733,c0a2627aafc4eb3f9667a3c367ed7e93e95ed3fc13f49a441710c6893a48afb0
evidence/runs/V2_INT_I4I8_FIXED/reports/analyze.log,57196,e3e7eedf64339038e40c8312c9252c3eb072949fdca524270f8fa742dfb1ab9b
evidence/runs/V2_INT_I4I8_FIXED/reports/check_design_post.rpt,16108,5116108bcefb8cc4deccf1571e6232f5c9cf4094a4edd0410ee1f8abe1bdc0f3
evidence/runs/V2_INT_I4I8_FIXED/reports/report_area.rpt,1862,38c533d35f4eaf066f5f0463a348d3ec7e97371a0c194c91f0c5aed6b8e9aeb6
evidence/runs/V2_INT_I4I8_FIXED/reports/report_constraints.rpt,1222,56d80cae66c098b717c6a4131b41f4012df8658b4e3fe7ed3267fae44d244d0d
evidence/runs/V2_INT_I4I8_FIXED/reports/report_qor.rpt,2455,f2d02f1209c89aaf14a4e28d26df87c546f40b65cd3958fd0e0941e8fb741ea7
evidence/runs/V2_INT_I4I8_FIXED/reports/report_reference_post.rpt,7304,8df6a141d9cb2114d77c376cd2be943897036628c1c90ba1a331c9c0d6232785
evidence/runs/V2_INT_I4I8_FIXED/reports/report_reference_pre.rpt,57898,4e06a207988e9c755c783fb4903aae330c9c0ff5d8ed78bcbe1d9141bee1eb32
evidence/runs/V2_INT_I4I8_FIXED/reports/report_resources_post.rpt,146016,12806d6e3ddad10b453a54f309c6983aff77d0e8677853bba543baf212d46455
evidence/runs/V2_INT_I4I8_FIXED/reports/report_resources_pre.rpt,10602,88d568355b79c628dceb9b0b61b69ee83e55357f1cce1e8f8fbacbbcedbaf5d8
evidence/runs/V2_INT_I4I8_FIXED/reports/report_timing.rpt,234311,3c773b7628f5074c213fe0beeb64660516a095fd63b6975ee067d088801759ec
