group_id,top_module,category,keep_brick_hierarchy,expected_4x4_bricks,throughput_contract,comparison_role,notes,run_id,run_dir,clock_period_ns,clock_mhz,define_fusion_use_dw,rtl_bundle_sha256,library_set_id,mapped_cell_area_um2,leaf_cell_count,blackbox_count,brick_instance_count_precompile,dw_mult_instance_count_precompile,report_dw_mult_4x4_rows,report_other_multiplier_rows,wns_ns,critical_delay_ns,achieved_fmax_mhz,timing_met,tool_version,rtl_bundle_sha256_reported,library_setup_sha256,dc_max_cores,compile_mode_reported,input_transition,output_load,max_transition,clock_uncertainty_ratio,input_delay_ratio,output_delay_ratio,dc_error_count,status,report_dir
FUSION16_CORE_PROOF,fusion_mul16_proof_top,proof,1,16,Mode dependent 16/8/4/1 logical products per cycle,structural_proof,Must retain exactly 16 DW_mult_uns 4x4 and no additional multiplier,FUSION16_CORE_PROOF__T1p0ns,evidence/runs/FUSION16_CORE_PROOF__T1p0ns,1.0,1000.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,4991.623,12288.0,0.0,16.0,16.0,16,0,-1.38181,2.38181,419.848770473,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_CORE_PROOF__T1p0ns/reports
FUSION16_CORE_PROOF,fusion_mul16_proof_top,proof,1,16,Mode dependent 16/8/4/1 logical products per cycle,structural_proof,Must retain exactly 16 DW_mult_uns 4x4 and no additional multiplier,FUSION16_CORE_PROOF__T2p0ns,evidence/runs/FUSION16_CORE_PROOF__T2p0ns,2.0,500.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,4303.117,9794.0,0.0,16.0,16.0,16,0,-0.784111,2.784111,359.181081501,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_CORE_PROOF__T2p0ns/reports
FUSION16_DUAL_SHARED_PIPE,fusion_mul16_dual_cluster_pipe_dw,shared_dual,0,32,Two independently selected modes per cycle,dual_cluster_candidate,Two shared clusters for limited concurrency,FUSION16_DUAL_SHARED_PIPE__T0p9ns,evidence/runs/FUSION16_DUAL_SHARED_PIPE__T0p9ns,0.9,1111.111111111111,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,43950.2700001,97877.0,0.0,32.0,32.0,32,0,-0.246681,1.146681,872.082122229,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_DUAL_SHARED_PIPE__T0p9ns/reports
FUSION16_DUAL_SHARED_PIPE,fusion_mul16_dual_cluster_pipe_dw,shared_dual,0,32,Two independently selected modes per cycle,dual_cluster_candidate,Two shared clusters for limited concurrency,FUSION16_DUAL_SHARED_PIPE__T1p0ns,evidence/runs/FUSION16_DUAL_SHARED_PIPE__T1p0ns,1.0,1000.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,45222.3590001,97358.0,0.0,32.0,32.0,32,0,-0.129555,1.129555,885.304389782,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_DUAL_SHARED_PIPE__T1p0ns/reports
FUSION16_DUAL_SHARED_PIPE,fusion_mul16_dual_cluster_pipe_dw,shared_dual,0,32,Two independently selected modes per cycle,dual_cluster_candidate,Two shared clusters for limited concurrency,FUSION16_DUAL_SHARED_PIPE__T2p0ns,evidence/runs/FUSION16_DUAL_SHARED_PIPE__T2p0ns,2.0,500.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,30106.986,70908.0,0.0,32.0,32.0,32,0,3.18289e-05,1.9999681711,500.007957352,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_DUAL_SHARED_PIPE__T2p0ns/reports
FUSION16_FP8_ONLY_PIPE,fusion_mul16_fp8_only_pipe_top,dedicated,0,16,FP8 16 products and four dot4 accumulations/cycle,dedicated_fp8_reference,FP8 significand uses each 4x4 brick independently,FUSION16_FP8_ONLY_PIPE__T0p9ns,evidence/runs/FUSION16_FP8_ONLY_PIPE__T0p9ns,0.9,1111.111111111111,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,14311.024,30066.0,0.0,16.0,16.0,16,0,-0.152653,1.052653,949.980667893,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_FP8_ONLY_PIPE__T0p9ns/reports
FUSION16_FP8_ONLY_PIPE,fusion_mul16_fp8_only_pipe_top,dedicated,0,16,FP8 16 products and four dot4 accumulations/cycle,dedicated_fp8_reference,FP8 significand uses each 4x4 brick independently,FUSION16_FP8_ONLY_PIPE__T1p0ns,evidence/runs/FUSION16_FP8_ONLY_PIPE__T1p0ns,1.0,1000.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,14936.922,30456.0,0.0,16.0,16.0,16,0,-0.0361113,1.0361113,965.147277131,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_FP8_ONLY_PIPE__T1p0ns/reports
FUSION16_FP8_ONLY_PIPE,fusion_mul16_fp8_only_pipe_top,dedicated,0,16,FP8 16 products and four dot4 accumulations/cycle,dedicated_fp8_reference,FP8 significand uses each 4x4 brick independently,FUSION16_FP8_ONLY_PIPE__T2p0ns,evidence/runs/FUSION16_FP8_ONLY_PIPE__T2p0ns,2.0,500.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,8741.46,21032.0,0.0,16.0,16.0,16,0,0.000204802,1.999795198,500.051205744,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_FP8_ONLY_PIPE__T2p0ns/reports
FUSION16_FP_ACC_ONLY,fusion_mul16_fp_accum_proof_top,accumulator,0,0,Four FP32 dot accumulators/cycle,fp_accumulator_area,No multiplier expected; 16 DW_fp_add operations expected,FUSION16_FP_ACC_ONLY__T0p9ns,evidence/runs/FUSION16_FP_ACC_ONLY__T0p9ns,0.9,1111.111111111111,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,14730.807,32723.0,0.0,0.0,0.0,0,0,-0.285646,1.185646,843.422066958,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_FP_ACC_ONLY__T0p9ns/reports
FUSION16_FP_ACC_ONLY,fusion_mul16_fp_accum_proof_top,accumulator,0,0,Four FP32 dot accumulators/cycle,fp_accumulator_area,No multiplier expected; 16 DW_fp_add operations expected,FUSION16_FP_ACC_ONLY__T1p0ns,evidence/runs/FUSION16_FP_ACC_ONLY__T1p0ns,1.0,1000.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,15371.811,32917.0,0.0,0.0,0.0,0,0,-0.169111,1.169111,855.350775076,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_FP_ACC_ONLY__T1p0ns/reports
FUSION16_FP_ACC_ONLY,fusion_mul16_fp_accum_proof_top,accumulator,0,0,Four FP32 dot accumulators/cycle,fp_accumulator_area,No multiplier expected; 16 DW_fp_add operations expected,FUSION16_FP_ACC_ONLY__T2p0ns,evidence/runs/FUSION16_FP_ACC_ONLY__T2p0ns,2.0,500.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,9035.663,23612.0,0.0,0.0,0.0,0,0,0.000237465,1.999762535,500.0593733,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_FP_ACC_ONLY__T2p0ns/reports
FUSION16_INT_ACC_ONLY,fusion_mul16_int_accum_proof_top,accumulator,0,0,Four integer dot accumulators/cycle,int_accumulator_area,No multiplier expected,FUSION16_INT_ACC_ONLY__T0p9ns,evidence/runs/FUSION16_INT_ACC_ONLY__T0p9ns,0.9,1111.111111111111,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,2348.892,4985.0,0.0,0.0,0.0,0,0,0.000144184,0.899855816,1111.28914457,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_INT_ACC_ONLY__T0p9ns/reports
FUSION16_INT_ACC_ONLY,fusion_mul16_int_accum_proof_top,accumulator,0,0,Four integer dot accumulators/cycle,int_accumulator_area,No multiplier expected,FUSION16_INT_ACC_ONLY__T1p0ns,evidence/runs/FUSION16_INT_ACC_ONLY__T1p0ns,1.0,1000.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,2198.742,4807.0,0.0,0.0,0.0,0,0,0.000525177,0.999474823,1000.52545296,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_INT_ACC_ONLY__T1p0ns/reports
FUSION16_INT_ACC_ONLY,fusion_mul16_int_accum_proof_top,accumulator,0,0,Four integer dot accumulators/cycle,int_accumulator_area,No multiplier expected,FUSION16_INT_ACC_ONLY__T2p0ns,evidence/runs/FUSION16_INT_ACC_ONLY__T2p0ns,2.0,500.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,1995.812,4044.0,0.0,0.0,0.0,0,0,1.7643e-05,1.999982357,500.004410789,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_INT_ACC_ONLY__T2p0ns/reports
FUSION16_INT_ONLY_PIPE,fusion_mul16_int_only_pipe_top,dedicated,0,16,I4xI8 8 MAC/cycle or I8xI8 4 MAC/cycle,dedicated_integer_reference,Integer-only optimized cluster,FUSION16_INT_ONLY_PIPE__T0p9ns,evidence/runs/FUSION16_INT_ONLY_PIPE__T0p9ns,0.9,1111.111111111111,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,4687.41,9482.0,0.0,16.0,16.0,16,0,8.53539e-05,0.8999146461,1111.21649629,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_INT_ONLY_PIPE__T0p9ns/reports
FUSION16_INT_ONLY_PIPE,fusion_mul16_int_only_pipe_top,dedicated,0,16,I4xI8 8 MAC/cycle or I8xI8 4 MAC/cycle,dedicated_integer_reference,Integer-only optimized cluster,FUSION16_INT_ONLY_PIPE__T1p0ns,evidence/runs/FUSION16_INT_ONLY_PIPE__T1p0ns,1.0,1000.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,4131.218,8184.0,0.0,16.0,16.0,16,0,4.02331e-05,0.9999597669,1000.04023472,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_INT_ONLY_PIPE__T1p0ns/reports
FUSION16_INT_ONLY_PIPE,fusion_mul16_int_only_pipe_top,dedicated,0,16,I4xI8 8 MAC/cycle or I8xI8 4 MAC/cycle,dedicated_integer_reference,Integer-only optimized cluster,FUSION16_INT_ONLY_PIPE__T2p0ns,evidence/runs/FUSION16_INT_ONLY_PIPE__T2p0ns,2.0,500.0,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,3228.953,6162.0,0.0,16.0,16.0,16,0,0.0,2.0,500.0,1,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_INT_ONLY_PIPE__T2p0ns/reports
FUSION16_SEPARATE_FULL_PIPE,fusion_mul16_separate_reference_pipe_dw,separate,0,48,Integer plus FP8 plus BF16 may execute concurrently,matched_separate_reference,Three dedicated 16-brick cores and separate accumulators,FUSION16_SEPARATE_FULL_PIPE__T0p9ns,evidence/runs/FUSION16_SEPARATE_FULL_PIPE__T0p9ns,0.9,1111.111111111111,1,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,25886.406,52858.0,0.0,48.0,48.0,48,0,-0.129568,1.029568,971.2811587,0,X-2025.06-SP3,cb4be9dbf4eaf99fc1485d123e237efa9992844c9bbf1342e9c2de1340555f07,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,1.0,compile_ultra,0.05,0.005,0.2,0.05,0.1,0.1,0,ok,evidence/runs/FUSION16_SEPARATE_FULL_PIPE__T0p9ns/reports
