group_id,base_group,architecture_class,rtl_topology,supported_modes,int_w_bits,int_a_bits,fp_sig_width,fp_exp_width,throughput_contract,accumulator_contract,notes,run_id,clock_period_ns,clock_mhz,run_dir,rtl_list,rtl_bundle_sha256,library_set_id,target_libraries,compile_mode,keep_hierarchy,max_cores,mapped_cell_area_um2,leaf_cell_count,blackbox_count,wns_ns,critical_delay_ns,achieved_fmax_mhz,timing_met,rtl_bundle_sha256_reported,library_setup_sha256,tool_version,status,report_dir,combinational_area_um2,noncombinational_area_um2,buf_inv_area_um2,net_interconnect_area_um2,total_cell_area_report_um2
PIPE_SHARED_NATIVE_ALL_DUALACC,SHARED_NATIVE_ALL_DUALACC,pipeline_followup,hybrid_shared_mul_dual_acc_pipeline,I4/I8/FP8/BF16 pairs,8,8,7,8,1 common product/cycle,INT40 + FP32,Register shared product before accumulator,PIPE_SHARED_NATIVE_ALL_DUALACC__T1p0ns,1.0,1000.0,evidence/pipeline/PIPE_SHARED_NATIVE_ALL_DUALACC__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2027.389016,4089,0,0.000180244,0.999819756,1000.18027649,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_SHARED_NATIVE_ALL_DUALACC__T1p0ns/reports,1800.89002,226.498996,216.488997,,2027.389016
PIPE_SHARED_NATIVE_ALL_DUALACC,SHARED_NATIVE_ALL_DUALACC,pipeline_followup,hybrid_shared_mul_dual_acc_pipeline,I4/I8/FP8/BF16 pairs,8,8,7,8,1 common product/cycle,INT40 + FP32,Register shared product before accumulator,PIPE_SHARED_NATIVE_ALL_DUALACC__T0p9ns,0.9,1111.111111111111,evidence/pipeline/PIPE_SHARED_NATIVE_ALL_DUALACC__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,2268.266019,4291,0,-0.0579037,0.9579037,1043.9462756,0,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_SHARED_NATIVE_ALL_DUALACC__T0p9ns/reports,2041.494022,226.771997,256.073998,,2268.266019
PIPE_ARRAY4_DUAL_W4A8_FP8,ARRAY4_DUAL_W4A8_FP8,pipeline_followup,generated_4x4_dual_pipeline,4x4 W4A8/FP8 dual,4,8,3,4,16 INT or 16 FP,dual,Pipelined FP arithmetic per cell,PIPE_ARRAY4_DUAL_W4A8_FP8__T2p0ns,2.0,500.0,evidence/pipeline/PIPE_ARRAY4_DUAL_W4A8_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,6907.810053,11465,0,4.06504e-05,1.9999593496,500.010162807,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_ARRAY4_DUAL_W4A8_FP8__T2p0ns/reports,4639.362089,2268.447964,371.825993,,6907.810053
PIPE_ARRAY4_DUAL_W4A8_FP8,ARRAY4_DUAL_W4A8_FP8,pipeline_followup,generated_4x4_dual_pipeline,4x4 W4A8/FP8 dual,4,8,3,4,16 INT or 16 FP,dual,Pipelined FP arithmetic per cell,PIPE_ARRAY4_DUAL_W4A8_FP8__T1p0ns,1.0,1000.0,evidence/pipeline/PIPE_ARRAY4_DUAL_W4A8_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,7833.098036,15042,0,1.71661e-05,0.9999828339,1000.01716639,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_ARRAY4_DUAL_W4A8_FP8__T1p0ns/reports,5564.650072,2268.447964,614.613989,,7833.098036
PIPE_ARRAY4_DUAL_W4A8_FP8,ARRAY4_DUAL_W4A8_FP8,pipeline_followup,generated_4x4_dual_pipeline,4x4 W4A8/FP8 dual,4,8,3,4,16 INT or 16 FP,dual,Pipelined FP arithmetic per cell,PIPE_ARRAY4_DUAL_W4A8_FP8__T0p9ns,0.9,1111.111111111111,evidence/pipeline/PIPE_ARRAY4_DUAL_W4A8_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,8094.541035,15727,0,1.64509e-05,0.8999835491,1111.13142124,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_ARRAY4_DUAL_W4A8_FP8__T0p9ns/reports,5826.093072,2268.447964,664.026989,,8094.541035
PIPE2_CONV_I4_BF16,CONV_I4_BF16,pipeline_followup,hybrid_convert_fp_mac_dw_pipeline2,I4xBF16/BF16xBF16,4,,7,8,1 FP MAC/cycle,BF16,Conversion plus registered multiply and add,PIPE2_CONV_I4_BF16__T2p0ns,2.0,500.0,evidence/pipeline/PIPE2_CONV_I4_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,572.936003,953,0,9.94205e-05,1.9999005795,500.024856361,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE2_CONV_I4_BF16__T2p0ns/reports,368.914006,204.021997,28.846999,,572.936003
PIPE2_CONV_I4_BF16,CONV_I4_BF16,pipeline_followup,hybrid_convert_fp_mac_dw_pipeline2,I4xBF16/BF16xBF16,4,,7,8,1 FP MAC/cycle,BF16,Conversion plus registered multiply and add,PIPE2_CONV_I4_BF16__T1p0ns,1.0,1000.0,evidence/pipeline/PIPE2_CONV_I4_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,749.931003,1356,0,0.000199854,0.999800146,1000.19989395,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE2_CONV_I4_BF16__T1p0ns/reports,545.909007,204.021997,51.505999,,749.931003
PIPE2_CONV_I4_BF16,CONV_I4_BF16,pipeline_followup,hybrid_convert_fp_mac_dw_pipeline2,I4xBF16/BF16xBF16,4,,7,8,1 FP MAC/cycle,BF16,Conversion plus registered multiply and add,PIPE2_CONV_I4_BF16__T0p9ns,0.9,1111.111111111111,evidence/pipeline/PIPE2_CONV_I4_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,816.725005,1460,0,0.000354052,0.899645948,1111.54838437,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE2_CONV_I4_BF16__T0p9ns/reports,612.703008,204.021997,63.608999,,816.725005
PIPE2_CONV_I8_BF16,CONV_I8_BF16,pipeline_followup,hybrid_convert_fp_mac_dw_pipeline2,I8xBF16/BF16xBF16,8,,7,8,1 FP MAC/cycle,BF16,Conversion plus registered multiply and add,PIPE2_CONV_I8_BF16__T2p0ns,2.0,500.0,evidence/pipeline/PIPE2_CONV_I8_BF16__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,607.243004,1043,0,0.000143051,1.999856949,500.035765308,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE2_CONV_I8_BF16__T2p0ns/reports,403.221007,204.021997,31.758999,,607.243004
PIPE2_CONV_I8_BF16,CONV_I8_BF16,pipeline_followup,hybrid_convert_fp_mac_dw_pipeline2,I8xBF16/BF16xBF16,8,,7,8,1 FP MAC/cycle,BF16,Conversion plus registered multiply and add,PIPE2_CONV_I8_BF16__T1p0ns,1.0,1000.0,evidence/pipeline/PIPE2_CONV_I8_BF16__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,780.871003,1445,0,0.000123322,0.999876678,1000.12333721,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE2_CONV_I8_BF16__T1p0ns/reports,576.849007,204.021997,54.872999,,780.871003
PIPE2_CONV_I8_BF16,CONV_I8_BF16,pipeline_followup,hybrid_convert_fp_mac_dw_pipeline2,I8xBF16/BF16xBF16,8,,7,8,1 FP MAC/cycle,BF16,Conversion plus registered multiply and add,PIPE2_CONV_I8_BF16__T0p9ns,0.9,1111.111111111111,evidence/pipeline/PIPE2_CONV_I8_BF16__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,849.758004,1560,0,0.000284553,0.899715447,1111.46252222,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE2_CONV_I8_BF16__T0p9ns/reports,645.736007,204.021997,65.428999,,849.758004
PIPE_MIXREF_FP8,MIXREF_FP8_E4M3,pipeline_followup,pipelined_fp_mac_dw,FP8xFP8,,,3,4,1 FP MAC/cycle,same-format FP8,Two arithmetic stages,PIPE_MIXREF_FP8__T2p0ns,2.0,500.0,evidence/pipeline/PIPE_MIXREF_FP8__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,211.848001,399,0,0.393786,1.606214,622.582046975,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_MIXREF_FP8__T2p0ns/reports,140.959002,70.888999,13.013,,211.848001
PIPE_MIXREF_FP8,MIXREF_FP8_E4M3,pipeline_followup,pipelined_fp_mac_dw,FP8xFP8,,,3,4,1 FP MAC/cycle,same-format FP8,Two arithmetic stages,PIPE_MIXREF_FP8__T1p0ns,1.0,1000.0,evidence/pipeline/PIPE_MIXREF_FP8__T1p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,245.7,469,0,0.000653625,0.999346375,1000.65405251,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_MIXREF_FP8__T1p0ns/reports,174.811002,70.888999,22.204,,245.7
PIPE_MIXREF_FP8,MIXREF_FP8_E4M3,pipeline_followup,pipelined_fp_mac_dw,FP8xFP8,,,3,4,1 FP MAC/cycle,same-format FP8,Two arithmetic stages,PIPE_MIXREF_FP8__T0p9ns,0.9,1111.111111111111,evidence/pipeline/PIPE_MIXREF_FP8__T0p9ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,260.351001,488,0,0.000320196,0.899679804,1111.5065555,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_MIXREF_FP8__T0p9ns/reports,189.462002,70.888999,22.113,,260.351001
PIPE_MIXREF_INT_W4A8_L1,MIXREF_INT_W4A8_L4,pipeline_followup,int_l1_reference,W4A8,4,8,,,1 INT MAC/cycle,INT40,One-lane throughput-matched INT cell,PIPE_MIXREF_INT_W4A8_L1__T2p0ns,2.0,500.0,evidence/pipeline/PIPE_MIXREF_INT_W4A8_L1__T2p0ns,<GENERATED_RTL_LIST>,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,cln22ul_sc6p5mcpp140z_base_svt_c35_r3p0_tt_0p80v_25c,<CLN22UL_DB>/sc6p5mcpp140z_cln22ul_base_svt_c35_tt_typical_max_0p80v_25c.db,ultra,0,1,219.492002,322,0,0.00125813,1.99874187,500.314730486,1,55f4162ff29cc2ddcf7250f7c11ce5cca349e808f290e2e83df8d920a6b76250,d287a2bc825e981bb60b4cbb580a97ef0014ca2d296287928162262b5ce1bbc5,X-2025.06-SP3,ok,evidence/pipeline/PIPE_MIXREF_INT_W4A8_L1__T2p0ns/reports,148.603004,70.888999,9.919,,219.492002
